accommodation_id,element,frequency
-2123631229,air_conditioning_negative,0.01428571429
-2123631229,balcony_or_terrace_positive,0.01428571429
-2123631229,bar_quality_negative,0.01428571429
-2123631229,bed_comfort_positive,0.01428571429
-2123631229,breakfast_quality_negative,0.02857142857
-2123631229,breakfast_quality_positive,0.07142857143
-2123631229,breakfast_variety_negative,0.02857142857
-2123631229,breakfast_variety_positive,0.04285714286
-2123631229,coffee_quality_positive,0.01428571429
-2123631229,dietary_options_negative,0.01428571429
-2123631229,furniture_condition_positive,0.01428571429
-2123631229,housekeeping_service_positive,0.01428571429
-2123631229,in_room_facilities_positive,0.01428571429
-2123631229,lighting_negative,0.01428571429
-2123631229,noise_levels_negative,0.04285714286
-2123631229,noise_levels_positive,0.01428571429
-2123631229,overall_atmosphere_positive,0.04285714286
-2123631229,overall_hotel_cleanliness_positive,0.05714285714
-2123631229,pool_cleanliness_positive,0.02857142857
-2123631229,price_negative,0.01428571429
-2123631229,proximity_attractions_positive,0.02857142857
-2123631229,proximity_beach_positive,0.05714285714
-2123631229,proximity_city_center_positive,0.08571428571
-2123631229,proximity_nightlife_negative,0.01428571429
-2123631229,proximity_nightlife_positive,0.01428571429
-2123631229,proximity_restaurants_positive,0.02857142857
-2123631229,proximity_shops_positive,0.02857142857
-2123631229,size_positive,0.01428571429
-2123631229,soundproofing_negative,0.01428571429
-2123631229,staff_friendliness_positive,0.08571428571
-2123631229,staff_helpfulness_positive,0.05714285714
-2123631229,value_for_money_positive,0.04285714286
-2123631229,views_positive,0.01428571429
-2101244816,activities_for_families_positive,0.007972665148
-2101244816,air_conditioning_negative,0.006833712984
-2101244816,air_conditioning_positive,0.006833712984
-2101244816,availability_negative,0.003416856492
-2101244816,availability_positive,0.002277904328
-2101244816,balcony_or_terrace_negative,0.004555808656
-2101244816,balcony_or_terrace_positive,0.01708428246
-2101244816,bar_quality_negative,0.003416856492
-2101244816,bar_quality_positive,0.01025056948
-2101244816,bathroom_quality_negative,0.01138952164
-2101244816,bathroom_quality_positive,0.004555808656
-2101244816,bed_comfort_negative,0.009111617312
-2101244816,bed_comfort_positive,0.01138952164
-2101244816,breakfast_quality_negative,0.001138952164
-2101244816,breakfast_quality_positive,0.004555808656
-2101244816,breakfast_variety_positive,0.001138952164
-2101244816,cleanliness_negative,0.003416856492
-2101244816,cleanliness_positive,0.04669703872
-2101244816,design_style_positive,0.001138952164
-2101244816,dietary_options_positive,0.001138952164
-2101244816,elevator_availability_negative,0.0125284738
-2101244816,elevator_availability_positive,0.001138952164
-2101244816,evening_shows_negative,0.001138952164
-2101244816,evening_shows_positive,0.01822323462
-2101244816,flexibility_positive,0.001138952164
-2101244816,furniture_condition_negative,0.001138952164
-2101244816,heating_positive,0.002277904328
-2101244816,housekeeping_service_negative,0.009111617312
-2101244816,housekeeping_service_positive,0.004555808656
-2101244816,in_room_facilities_negative,0.01366742597
-2101244816,in_room_facilities_positive,0.02619589977
-2101244816,keyless_entry_negative,0.001138952164
-2101244816,late_checkout_negative,0.001138952164
-2101244816,late_checkout_positive,0.002277904328
-2101244816,layout_positive,0.004555808656
-2101244816,lighting_negative,0.001138952164
-2101244816,lighting_positive,0.002277904328
-2101244816,linens_freshness_negative,0.002277904328
-2101244816,linens_freshness_positive,0.001138952164
-2101244816,live_music_positive,0.001138952164
-2101244816,maintenance_negative,0.01366742597
-2101244816,maintenance_positive,0.004555808656
-2101244816,neighborhood_vibrancy_positive,0.003416856492
-2101244816,noise_levels_negative,0.01708428246
-2101244816,noise_levels_positive,0.004555808656
-2101244816,overall_atmosphere_negative,0.001138952164
-2101244816,overall_atmosphere_positive,0.03189066059
-2101244816,overall_hotel_cleanliness_negative,0.002277904328
-2101244816,overall_hotel_cleanliness_positive,0.05239179954
-2101244816,pillow_quality_negative,0.001138952164
-2101244816,play_area_positive,0.001138952164
-2101244816,pool_bar_positive,0.003416856492
-2101244816,pool_cleanliness_negative,0.001138952164
-2101244816,pool_cleanliness_positive,0.01822323462
-2101244816,pool_opening_hours_negative,0.001138952164
-2101244816,pool_opening_hours_positive,0.001138952164
-2101244816,pool_size_negative,0.002277904328
-2101244816,pool_size_positive,0.02050113895
-2101244816,pool_temperature_negative,0.006833712984
-2101244816,price_negative,0.001138952164
-2101244816,professionalism_negative,0.003416856492
-2101244816,professionalism_positive,0.001138952164
-2101244816,proximity_attractions_positive,0.02050113895
-2101244816,proximity_beach_positive,0.04897494305
-2101244816,proximity_city_center_negative,0.001138952164
-2101244816,proximity_city_center_positive,0.07630979499
-2101244816,proximity_nightlife_positive,0.03758542141
-2101244816,proximity_public_transport_positive,0.002277904328
-2101244816,proximity_restaurants_positive,0.01936218679
-2101244816,proximity_sea_positive,0.001138952164
-2101244816,proximity_shops_positive,0.01138952164
-2101244816,reliability_positive,0.001138952164
-2101244816,renovation_status_negative,0.001138952164
-2101244816,renovation_status_positive,0.001138952164
-2101244816,responsiveness_to_requests_negative,0.004555808656
-2101244816,responsiveness_to_requests_positive,0.001138952164
-2101244816,restaurant_price_positive,0.003416856492
-2101244816,restaurant_quality_negative,0.007972665148
-2101244816,restaurant_quality_positive,0.009111617312
-2101244816,safety_area_positive,0.002277904328
-2101244816,scenic_surroundings_positive,0.001138952164
-2101244816,shower_water_pressure_positive,0.003416856492
-2101244816,size_negative,0.002277904328
-2101244816,size_positive,0.06150341686
-2101244816,soundproofing_negative,0.004555808656
-2101244816,special_experiences_positive,0.001138952164
-2101244816,speed_positive,0.00569476082
-2101244816,staff_friendliness_negative,0.003416856492
-2101244816,staff_friendliness_positive,0.09681093394
-2101244816,staff_helpfulness_positive,0.03872437358
-2101244816,sunbeds_availability_negative,0.003416856492
-2101244816,sunbeds_availability_positive,0.004555808656
-2101244816,temperature_control_negative,0.001138952164
-2101244816,themed_events_positive,0.004555808656
-2101244816,toiletries_positive,0.001138952164
-2101244816,towels_freshness_negative,0.003416856492
-2101244816,towels_freshness_positive,0.002277904328
-2101244816,unexpected_fees_negative,0.001138952164
-2101244816,value_for_money_positive,0.03872437358
-2101244816,views_positive,0.00569476082
-2101244816,wheelchair_accessibility_negative,0.003416856492
-2101244816,wheelchair_accessibility_positive,0.001138952164
-2085690623,air_conditioning_negative,0.02884615385
-2085690623,air_conditioning_positive,0.009615384615
-2085690623,availability_negative,0.009615384615
-2085690623,availability_positive,0.03846153846
-2085690623,bathroom_quality_negative,0.01923076923
-2085690623,bathroom_quality_positive,0.01923076923
-2085690623,bed_comfort_negative,0.009615384615
-2085690623,bed_comfort_positive,0.02884615385
-2085690623,family_room_availability_positive,0.009615384615
-2085690623,flexibility_positive,0.009615384615
-2085690623,in_room_facilities_negative,0.03846153846
-2085690623,in_room_facilities_positive,0.05769230769
-2085690623,layout_negative,0.009615384615
-2085690623,layout_positive,0.009615384615
-2085690623,lighting_positive,0.009615384615
-2085690623,linens_freshness_negative,0.009615384615
-2085690623,maintenance_negative,0.009615384615
-2085690623,multilingual_staff_positive,0.009615384615
-2085690623,neighborhood_vibrancy_positive,0.01923076923
-2085690623,noise_levels_negative,0.02884615385
-2085690623,overall_atmosphere_positive,0.01923076923
-2085690623,overall_hotel_cleanliness_positive,0.02884615385
-2085690623,pest_control_negative,0.01923076923
-2085690623,price_positive,0.02884615385
-2085690623,proximity_attractions_positive,0.02884615385
-2085690623,proximity_beach_positive,0.04807692308
-2085690623,proximity_city_center_negative,0.009615384615
-2085690623,proximity_city_center_positive,0.04807692308
-2085690623,proximity_nightlife_positive,0.009615384615
-2085690623,proximity_public_transport_positive,0.05769230769
-2085690623,proximity_restaurants_positive,0.009615384615
-2085690623,proximity_shops_positive,0.009615384615
-2085690623,proximity_to_hotel_positive,0.01923076923
-2085690623,size_negative,0.01923076923
-2085690623,size_positive,0.009615384615
-2085690623,soundproofing_negative,0.009615384615
-2085690623,soundproofing_positive,0.009615384615
-2085690623,staff_friendliness_positive,0.07692307692
-2085690623,staff_helpfulness_positive,0.03846153846
-2085690623,temperature_control_negative,0.01923076923
-2085690623,value_for_money_negative,0.03846153846
-2085690623,value_for_money_positive,0.05769230769
-2028435130,balcony_or_terrace_positive,0.009708737864
-2028435130,bathroom_quality_negative,0.01941747573
-2028435130,bed_comfort_negative,0.009708737864
-2028435130,bed_comfort_positive,0.01941747573
-2028435130,breakfast_quality_positive,0.04854368932
-2028435130,cleanliness_positive,0.02912621359
-2028435130,ease_booking_payment_positive,0.009708737864
-2028435130,furniture_condition_positive,0.009708737864
-2028435130,housekeeping_service_positive,0.009708737864
-2028435130,in_room_facilities_negative,0.009708737864
-2028435130,in_room_facilities_positive,0.02912621359
-2028435130,linens_freshness_negative,0.01941747573
-2028435130,mattress_quality_negative,0.009708737864
-2028435130,neighborhood_vibrancy_positive,0.009708737864
-2028435130,noise_levels_positive,0.02912621359
-2028435130,overall_atmosphere_positive,0.08737864078
-2028435130,overall_hotel_cleanliness_positive,0.03883495146
-2028435130,pool_cleanliness_negative,0.009708737864
-2028435130,pool_cleanliness_positive,0.01941747573
-2028435130,pool_opening_hours_negative,0.01941747573
-2028435130,proximity_beach_positive,0.02912621359
-2028435130,proximity_city_center_positive,0.04854368932
-2028435130,proximity_public_transport_negative,0.009708737864
-2028435130,proximity_public_transport_positive,0.01941747573
-2028435130,proximity_sea_positive,0.009708737864
-2028435130,reliability_negative,0.009708737864
-2028435130,responsiveness_to_requests_positive,0.01941747573
-2028435130,restaurant_quality_positive,0.06796116505
-2028435130,scenic_surroundings_positive,0.009708737864
-2028435130,shuttle_service_positive,0.009708737864
-2028435130,size_positive,0.009708737864
-2028435130,staff_friendliness_positive,0.1359223301
-2028435130,staff_helpfulness_positive,0.09708737864
-2028435130,sunbeds_availability_negative,0.009708737864
-2028435130,taxi_availability_positive,0.009708737864
-2028435130,towels_freshness_positive,0.009708737864
-2028435130,views_positive,0.04854368932
-1981632821,air_conditioning_negative,0.005899705015
-1981632821,balcony_or_terrace_positive,0.02064896755
-1981632821,bar_quality_positive,0.002949852507
-1981632821,bathroom_quality_negative,0.03244837758
-1981632821,bathroom_quality_positive,0.008849557522
-1981632821,bed_comfort_positive,0.02359882006
-1981632821,breakfast_quality_positive,0.01474926254
-1981632821,cleanliness_negative,0.002949852507
-1981632821,cleanliness_positive,0.0412979351
-1981632821,design_style_positive,0.02359882006
-1981632821,dietary_options_positive,0.002949852507
-1981632821,early_checkin_positive,0.005899705015
-1981632821,elevator_availability_negative,0.005899705015
-1981632821,flexibility_positive,0.005899705015
-1981632821,furniture_condition_negative,0.02064896755
-1981632821,housekeeping_service_negative,0.002949852507
-1981632821,housekeeping_service_positive,0.005899705015
-1981632821,in_room_facilities_negative,0.04719764012
-1981632821,in_room_facilities_positive,0.02064896755
-1981632821,late_checkout_positive,0.002949852507
-1981632821,lighting_positive,0.002949852507
-1981632821,maintenance_negative,0.002949852507
-1981632821,neighborhood_vibrancy_positive,0.002949852507
-1981632821,noise_levels_negative,0.002949852507
-1981632821,noise_levels_positive,0.008849557522
-1981632821,overall_atmosphere_positive,0.05309734513
-1981632821,overall_hotel_cleanliness_positive,0.02654867257
-1981632821,pest_control_negative,0.002949852507
-1981632821,pet_amenities_positive,0.002949852507
-1981632821,pillow_quality_negative,0.008849557522
-1981632821,pillow_quality_positive,0.002949852507
-1981632821,pool_bar_positive,0.008849557522
-1981632821,pool_cleanliness_negative,0.005899705015
-1981632821,pool_cleanliness_positive,0.07079646018
-1981632821,pool_opening_hours_negative,0.005899705015
-1981632821,pool_size_positive,0.02064896755
-1981632821,professionalism_positive,0.002949852507
-1981632821,proximity_attractions_positive,0.02949852507
-1981632821,proximity_city_center_negative,0.002949852507
-1981632821,proximity_city_center_positive,0.08259587021
-1981632821,proximity_public_transport_positive,0.008849557522
-1981632821,proximity_restaurants_positive,0.02359882006
-1981632821,proximity_sea_positive,0.02654867257
-1981632821,proximity_shops_positive,0.02064896755
-1981632821,renovation_status_positive,0.002949852507
-1981632821,responsiveness_to_requests_positive,0.008849557522
-1981632821,restaurant_price_positive,0.002949852507
-1981632821,restaurant_quality_positive,0.002949852507
-1981632821,safety_area_negative,0.002949852507
-1981632821,safety_area_positive,0.005899705015
-1981632821,scenic_surroundings_positive,0.002949852507
-1981632821,shower_water_pressure_negative,0.002949852507
-1981632821,shower_water_pressure_positive,0.002949852507
-1981632821,shuttle_service_positive,0.002949852507
-1981632821,size_negative,0.008849557522
-1981632821,size_positive,0.01769911504
-1981632821,soundproofing_negative,0.002949852507
-1981632821,staff_friendliness_positive,0.07669616519
-1981632821,staff_helpfulness_positive,0.05604719764
-1981632821,sunbeds_availability_negative,0.002949852507
-1981632821,sunbeds_availability_positive,0.008849557522
-1981632821,taxi_availability_positive,0.002949852507
-1981632821,temperature_control_negative,0.005899705015
-1981632821,temperature_control_positive,0.002949852507
-1981632821,towels_freshness_negative,0.002949852507
-1981632821,unexpected_fees_negative,0.005899705015
-1981632821,value_for_money_negative,0.005899705015
-1981632821,value_for_money_positive,0.01769911504
-1981632821,views_negative,0.002949852507
-1981632821,views_positive,0.01474926254
-1906726133,air_conditioning_negative,0.004385964912
-1906726133,air_conditioning_positive,0.01096491228
-1906726133,balcony_or_terrace_negative,0.004385964912
-1906726133,balcony_or_terrace_positive,0.02412280702
-1906726133,bar_quality_negative,0.002192982456
-1906726133,bar_quality_positive,0.01535087719
-1906726133,bathroom_quality_negative,0.01315789474
-1906726133,bathroom_quality_positive,0.002192982456
-1906726133,bed_comfort_negative,0.006578947368
-1906726133,bed_comfort_positive,0.03728070175
-1906726133,breakfast_quality_negative,0.008771929825
-1906726133,breakfast_quality_positive,0.0548245614
-1906726133,breakfast_variety_positive,0.01973684211
-1906726133,cleanliness_positive,0.03289473684
-1906726133,concierge_service_positive,0.002192982456
-1906726133,coverage_negative,0.002192982456
-1906726133,design_style_negative,0.002192982456
-1906726133,design_style_positive,0.006578947368
-1906726133,ease_booking_payment_positive,0.002192982456
-1906726133,furniture_condition_negative,0.002192982456
-1906726133,housekeeping_service_negative,0.006578947368
-1906726133,housekeeping_service_positive,0.01096491228
-1906726133,in_room_facilities_negative,0.01315789474
-1906726133,in_room_facilities_positive,0.008771929825
-1906726133,late_checkout_negative,0.002192982456
-1906726133,layout_negative,0.006578947368
-1906726133,lighting_positive,0.002192982456
-1906726133,linens_freshness_negative,0.002192982456
-1906726133,local_cuisine_availability_negative,0.002192982456
-1906726133,local_cuisine_availability_positive,0.002192982456
-1906726133,maintenance_positive,0.002192982456
-1906726133,massage_services_positive,0.004385964912
-1906726133,neighborhood_vibrancy_positive,0.004385964912
-1906726133,noise_levels_negative,0.004385964912
-1906726133,noise_levels_positive,0.008771929825
-1906726133,overall_atmosphere_negative,0.002192982456
-1906726133,overall_atmosphere_positive,0.05043859649
-1906726133,overall_hotel_cleanliness_negative,0.002192982456
-1906726133,overall_hotel_cleanliness_positive,0.01754385965
-1906726133,pest_control_negative,0.002192982456
-1906726133,pest_control_positive,0.002192982456
-1906726133,pool_cleanliness_positive,0.01096491228
-1906726133,pool_size_negative,0.01315789474
-1906726133,pool_size_positive,0.004385964912
-1906726133,pool_temperature_negative,0.002192982456
-1906726133,pool_temperature_positive,0.002192982456
-1906726133,professionalism_negative,0.006578947368
-1906726133,professionalism_positive,0.008771929825
-1906726133,proximity_airport_positive,0.002192982456
-1906726133,proximity_attractions_positive,0.01754385965
-1906726133,proximity_beach_positive,0.06359649123
-1906726133,proximity_city_center_positive,0.02412280702
-1906726133,proximity_nightlife_positive,0.006578947368
-1906726133,proximity_public_transport_positive,0.01754385965
-1906726133,proximity_restaurants_positive,0.01535087719
-1906726133,proximity_sea_positive,0.01315789474
-1906726133,proximity_shops_positive,0.006578947368
-1906726133,reliability_negative,0.004385964912
-1906726133,renovation_status_negative,0.002192982456
-1906726133,renovation_status_positive,0.008771929825
-1906726133,responsiveness_to_requests_negative,0.01315789474
-1906726133,responsiveness_to_requests_positive,0.01096491228
-1906726133,restaurant_price_negative,0.008771929825
-1906726133,restaurant_price_positive,0.002192982456
